102,"Designing for Mobile Constraints","The 5 big constraints: limited data, finite battery, hand-held usage, divided user attention, and small screens..The implications of these constraints and what happens when you get them wrong..Advanced wireframing."
102,"Designing for Android Delight","Android sensors..The importance of contextual apps..Android APIs (Google Play Services)."
104,"Scalability Basics","How and why server racks were invented..Problems that you have to solve if you scale your app by yourself..Learn about a better way."
104,"Getting Started","Set up your first App Engine project and learn how to define Cloud Endpoints..Start the course project app - Conference Central and add authentication and user profiles."
104,"Storing and Retrieving Data","One of the most important things you want to do in your app is storing data..Learn about the Google App Engine Datastore and how you can use it in your applications..Add the ability to store and retrieve user profiles and conferences to the course project app."
104,"Advanced Datastore Concepts","Learn more about how Datastore works, including queries, filters, indexes and transactions..Add different ways to query conferences."
104,"Advanced App Engine Topics","Run application code in the background, without making the user wait, or even initiate the process..Learn about task queues and cron jobs and how you can use them to add advanced functionality to your app..Memcache, Edge Caching, AppStats and other methods of optimising your apps performance."
104,"App Engine and Mobile Apps","Use Cloud Endpoints in a mobile app..Generate native libraries for Android and iOS that can talk to your backend..Recompile the Android app provided with the course, to work against your own project."
106,"Intro to Research Methods","Introduction to several statistical study methods..Learn the positives and negatives of each."
106,"Visualizing Data","Take your data and display it to the world..Create and interpret histograms, bar charts, and frequency plots."
106,"Central Tendency","Compute and interpret the 3 measures of center for distributions: the mean, median, and mode."
106,"Variability","Quantify the spread of data using the range and standard deviation..Identify outliers in data sets using the concept of the interquartile range."
106,"Standardizing","Convert distributions into the standard normal distribution using the Z-score..Compute proportions using standardized distributions."
106,"Normal Distribution","Use normalized distributions to compute probabilities.Use the Z-table to look up the proportions of observations above, below, or in between values"
106,"Sampling Distributions","Apply the concepts of probability and normalization to sample data sets."
107,"Estimation","Estimate population parameters from sample statistics using confidence intervals..Estimate the effect of a treatment."
107,"Hypothesis Testing","How to determine if a treatment has changed the value of a population parameter."
107,"t-tests","How to test the effect of a treatment..Compare the difference in means for two groups when there are small sample sizes."
107,"ANOVA","Learn how to test whether or not there are differences between three or more groups."
107,"Correlation","Learn how to describe and test the strength of a relationship between two variables."
107,"Regression","How changes in one variable are related to changes in a second variable."
107,"Chi-squared Tests","Learn how to compare and test frequencies for categorical data."
110,"Abstractions","Hardware Resources.OS Functionality.Managing the CPU and Memory"
110,"OS Structure","The SPIN Approach.The Exokernel Approach.The L3 Micro-Kernel Approach"
110,"Virtualization","Intro to Virtualization.Memory Virtualization.CPU and Device Virtualization"
110,"Parallelism","Shared Memory Machines.Synchronization.Communication"
110,"Distributed Systems","Definitions.Lamport Clocks.Latency limits"
110,"Distributed Object Technology","Spring Operating System.Java RMI.Enterprise Java Beans"
110,"Design and Implementation of Distributed Services","Global Memory System.Distributed Shared Memory.Distributed File System"
110,"System Recovery","Lightweight Recoverable Virtual Memory.Rio Vista.Quicksilver"
110,"Internet Scale Computing","Giant Scale Services.MapReduce.Content Delivery Networks"
110,"Real-Time and Multimedia","Time sensitive Linux.Persistent temporal streams"
111,"Computability","Languages & Countability.Turing Machines.The Church-Turing Thesis"
111,"Complexity","P and NP.NP-Complete Problems.The Golden Ticket"
111,"Algorithms","Dynamic Programming.Fast Fourier Transform.Maximum Flow"
112,"Unit 1: Introduction to KBAI and Cognitive Systems.","Where Knowledge-Based AI fits into AI as a whole. Cognitive systems: what are they?. AI and cognition: how are they connected?"
112,"Unit 2: Fundamentals","Semantic Networks. Generate & Test. Means-Ends Analysis. Problem Reduction. Production Systems"
112,"Unit 3: Common Sense Reasoning","Frames. Understanding. Common Sense Reasoning. Scripts"
112,"Unit 4: Planning","Logic. Planning"
112,"Unit 5: Learning","Learning by Recording Cases. Incremental Concept Learning. Classification. Version Spaces & Discrimination Trees"
112,"Unit 6: Analogical Reasoning","Case-Based Reasoning. Explanation-Based Learning. Analogical Reasoning"
112,"Unit 7: Visuospatial Reasoning","Constraint Propagation. Visuospatial Reasoning"
112,"Unit 8: Design & Creativity","Configuration. Diagnosis. Design. Creativity"
112,"Unit 9: Metacognition","Learning by Correcting Mistakes. Meta-Reasoning. AI Ethics"
114,"Lesson 1: Introduction and Trends","Computer Architecture & Tech Trends. Moore's Law. Processor Speed, Cost, Power. Power Consumption. Fabrication Yield"
114,"Lesson 2: Performance Metrics and Evaluation","Measuring Performance. Benchmarks Standards. Iron Law of Performance. Amdahl's Law. Lhadma's Law"
114,"Lesson 3: Pipelining Review","Pipeline CPI. Processor Pipeline Stalls. Data Dependencies. Pipelining Outro"
114,"Lesson 4: Branches","Branch Prediction. Direction Predictor. Hierarchical Predictors. PShare"
114,"Lesson 5: Predication","If Conversion. Conditional Move. MOVc Summary"
114,"Lesson 6: Instruction Level Parallelism (ILP)","ILP Intro. RAW Dependencies. WAW Dependencies. Duplicating Register Values. Instruction Level Parallelism (ILP)"
114,"Lesson 7: Instruction Scheduling","Improving IPC. Tomasulo's Algorithm. Load and Store Instructions"
114,"Lesson 8: ReOrder Buffer","Exceptions in Out Of Order Execution. Branch Misprediction. Hardware Organization with ROB"
114,"Lesson 9: Memory Ordering","Memory Access Ordering. When Does Memory Write Happen. Out of Order Load Store Execution. Store to Load Forwarding. LSQ, ROB, and RS"
114,"Lesson 9: Memory","How Memory Works. One Memory Bit SRAM. One Memory Bit DRAM. Fast Page Mode. Connecting DRAM To The Processor"
114,"Lesson 10: Multi-Processing","Flynn's Taxonomy of Parallel Machines. Multiprocessor Needs Parallel Programs!. Centralized Shared Memory. Distributed Shared Memory. Message Passing Vs Shared Memory. Shared Memory Hardware. SMT Hardware Changes. SMT and Cache Performance"
116,"Lesson 1: The US Healthcare System","This lesson will discuss unique and the complex nature of the US healthcare system: its key problems, the specific challenges presented by chronic disease, the major disconnect between the health system’s capabilities and the demands of chronic disease management, and the hope that a combination of new incentives, health IT adoption, and new models of care can bridge this disconnect leading to a more efficient, effective, safer and more patient-centered US system of care."
116,"Lesson 2: Federal Policies & Initiatives","This lesson will focus on the important details of the specific programs that the federal government has put into place to spur health IT adoption by eligible providers and hospitals as well as the role played by financial incentives that reward performance, rather than the quantity of procedures."
116,"Lesson 3: Health Information Exchange","This lesson will focus on the rationale for and the major challenges of health information exchange (HIE). We will discuss the various ways of classifying HIE, how to differentiate the various HIE architectures, and the Indiana Health Information Exchange as a premier example including descriptions of its key services. We will discuss new approaches and technologies with a particular emphasis on Direct HIE, a new technology based on secure email and encrypted attachments."
116,"Lesson 4: Privacy, Security and Trust","This lesson focuses on the keys issues of privacy, security, and trust in a world of digital records and health information exchange. Students will understand the key role that patient engagement plays in chronic disease prevention and management and the concerns patients have about sharing their health data. They will also explore the various privacy consent models. Data segmentation will be discussed as a key challenge for obtaining patient consent under what may be the most acceptable model. The concept of public key infrastructure (PKI) including the roles of the public key, private key, registration authority and certificate authority will be covered."
116,"Lesson 5A: Data Standards","We divide the discussion of standards into those for health data and those for achieving its sharing by fostering interoperability. This lesson  focuses on data standards after reviewing the rationale for standards and the evolutions that have been taking place in their use, technology and structure. Students will be able to recognize the difference between a classification and an ontology.  They will be familiar with the key data standards (including ICD, CPT, LOINC and SNOMED). They will also gain an overview of the differences between standards based on EDI/X12 and XML."
116,"Lesson 5B: Interoperability Standards","This lesson builds on Lesson 5A on data standards to show how these data are transmitted within messages using HL7 and packaged into CCDA-based clinical documents for sharing via HIE. We’ll briefly introduce even more advanced standards with a particular emphasis on clinical decision support (CDS, an important technology for the future) and the key elements of and remaining challenges with standards to support CDS. We’ll also discuss more facile next generation approaches based on web technologies and approaches."
116,"Lesson 6: Clinical Data Collection and Visualization Challenges","Students should understand the key roles that data plays in medical practice and the root causes of common data quality issues in general and the specific root causes of data quality issues with respect to electronic health records. They should understand the high level challenges of efficiently and accurately collecting high quality, comprehensive clinical data from physicians and of visualizing digital health data in a way that supports the provider’s mental model. They should understand the key roles that information technology plays in the future vision of healthcare."
116,"Lesson 7: Empowering the Patient","Students should understand the key role that support for patients can play so they can achieve behavior change, adhere to their prescribed treatments and generate data to help their providers more continuously manage their chronic diseases. They should understand patient interests. They should understand the key information technology tools now available to patients including patient health records, portals, social networking, in home technologies and mobile devices and sensors. They should have a detailed functional understanding of personal health records and their potential as app platforms. They should understand the potential role of social networking in patient education and care management. They should understand the various telemedicine modalities being developed and offered for use by patients at home."
116,"Lesson 8: Population Health Management","Students should understand the difference between individual patient management, population management and public health. They should understand the technologies for aggregating data, the kinds of data that are collected and the kinds of reports that are required for population and public health management."
116,"Lesson 9: Data Query in a Federated Environment","Students should understand the challenges of data query and aggregation in an environment where care providers are using disparate and non-interoperable EHRs. They should be familiar with and understand the differences among the distributed query technologies. They should be familiar with the distributed query standards and the various open source query frameworks reviewed in this lesson."
116,"Lesson 10: Big Data Meets Healthcare","Students should understand the concept of “big data”; the common technical approaches to modeling and simulation and the common applications of each. They should be familiar with the specific case studies of analytic applications to healthcare problems as diverse as improved clinical decision support, understanding clinical processes, modeling care spaces and providing optimal patient-specific treatments."
118,"Lesson 1: Introduction","Computer Networking Overview. What This Class is Not About"
118,"Lesson 2: Architecture & Principles","  A Brief History of the Internet.   Architectural Design Principles.   Packet Switching.   File Transfer.   End to End Argument Violations"
118,"Lesson 3: Switching","  Switching and Bridging.   Bootstrapping: Networking Two Hosts.   ARP: Address Resolution Protocol.   Interconnecting LANs with Hubs.   Switches: Traffic Isolation.   Spanning Tree.   Switches vs. Routers.   Buffer Sizing for a TCP Sender"
118,"Lesson 4: Routing","  Internet Routing.   Intra-AS Topology.   Distance-Vector Routing.   Link State Routing.   Interdomain Routing.   IGP vs. iBGP.   BGP Route Selection.   Multiple Exit Discriminator (MEI).   Interdomain Routing Business Models"
118,"Lesson 5: Naming, Addressing & Forwarding","  IP Addressing.   Pre-1994: “Classful” Addressing.   IP Address Allocation.   Classless Interdomain Routing (CIDR).   Multihoming Frustrates Aggregation.   Address Lookup Using Tries.   Memory Efficiency and Fast Lookup.   Alternatives to LPM with Tries.   NAT and IPv6.   Network Address Translation (NAT)"
118,"Lesson 5.1: Router Design Basics","  Router Design.   Basic Router Architecture.   Decision: Crossbar Switching.   Switching Algorithm: Maximal Matching.   Head of Line Blocking.   Scheduling and Fairness.   Max-Min Fairness"
118,"Lesson 5.2: Domain Name System (DNS)","  Record Types.   Examples (using “dig”).   Lookup IP Address"
118,"Lesson 6: Congestion Control & Streaming","  Congestion Control.   AIMD (TCP Congestion Control).   Data Centers & TCP “Incast”.   Barrier Synchronization & Idle Time.   Multimedia & Streaming.   Digitizing Audio & Video.   Streaming Video.   Skype"
118,"Lesson 7: Rate Limiting and Traffic Shaping","  Traffic Classification & Shaping.   Source Classification.   Leaky Bucket Traffic Shaping.   (r, t) Traffic Shaping.   Shaping Bursty Traffic Patterns.   Power Boost.   Effects on Latency.   Buffer Bloat.   Packet Monitoring"
118,"Lesson 8: Content Distribution","  The Web and Caching.   HTTP Requests.   Persistent Connections.   Content Distribution Networks (CDNs).   Server Selection.   Content Routing.   Bit Torrent.   Solution to Freeriding: “Choking”.   Distributed Hash Tables.   Consistent Hashing"
118,"Lesson 9: Software Defined Networking","  Network Management Overview.   Software Defined Networking (SDN).   Control and Data Planes.   Different SDN Controllers.   NOX: Overview.   Ryu, Floodlight, Nox and Pox.   Customizing Control"
118,"Lesson 10: Traffic Engineering","  Traffic Engineering Overview.   Interdomain Traffic Engineering.   Measuring, Modeling and Controlling Traffic.   Link Utilization Function.   BGP in Interdomain Traffic Engineering.   Multipath Routing.   Data Center Networking.   Valiant Load Balance.   Jellyfish Data Center Topology"
118,"Lesson 11: Network Security","  Internet is Insecure.   Resource Exhaustion.   Routing Security.   Origin and Path Authentication.   DNS Security.   DNS Cache Poisoning"
118,"Lesson 11.1: Internet Worms","  Viruses and Internet Worms.   Internet Worm Lifecyle.   First Worm: “Morris” Worm.   Worm Outbreaks in Detail.   Modeling Fast-Spreading Worms"
118,"Lesson 11.2: Spam","  Spam.   IP Blacklisting"
118,"Lesson 11.3: Denial of Service (DoS) Attacks","  TCP 3-Way Handshake.   Inferring Denial of Service Activity using Backscatter.   Automated DoS Attack Mitigation.   MTPCP"
119," Introduction","What is Computational Photography?.Dual Photography.Panorama"
119,"Digital Imaging","Point Processes, Smoothing.Blending Modes, Convolution and Cross-Correlation.Gradients and Edges"
119,"Cameras","Lenses.Exposure.Sensor"
119,"Comp Vision to Comp Photo","Fourier Transform.Blending.Pyramids"
119,"Applications","Panorama.HDR.Time Lapse"
119,"Light Field","Lightfield.Lightfield Camera"
119,"Blue / De-Blur","Lucy-Richardon Blur.Flutter Shutter"
119,"Video","Video.Video Textures.Video Stabilization"
119,"Closing Thoughts",""
120,"Lesson 1: Introduction and Overview","Importance of Software Engineering. Discipline of Software Engineering. The Software Crisis. Software Phases"
120,"Lesson 2: Life Cycle Models","Introduction with Barry Bohem. Requirements Engineering. Design. Maintenance. Software Process Model Introduction. Waterfall Process. Spiral Process. Evolutionary Prototyping Process. Rational Unified Process. Agile Process. Choosing a Model. Lifecycle Documents"
120,"Lesson 3: Integrated Development Environment","Eclipse Introduction. IDE Overview. Plug-Ins. Eclipse Demo: Create Java Project. Eclipse Demo: Create a Class. Eclipse Demo: Run Configuration. Eclipse Demo: Debugging"
120,"Lesson 4: Version Control Systems","Interview with John Britton. Version Control System Introduction. Two Main Types of VCS. Introduction to Git. Git Workflow. Git Demo: Intro to Git. Git Demo: Git + Eclipse. Git Demo: Github. Git Recap: Local Repositories. Git Recap: Remote Repositories"
120,"Lesson 5: Requirements Engineering","Interview with Jane Cleland-Huang. General RE Definition. Software Intensive Systems. Functional and Nonfunctional Requirements. User and System Requirements. Modeling Requirements. Analyzing Requirements. Requirements Prioritization. Requirements Engineering Process"
120,"Lesson 6: OO Software and UML","Object Orientation Introduction. UML Structural Diagrams: Class Diagrams. Class Diagram: Creation Tips. UML Structural Diagrams: Component Diagram. UML Structural Diagram: Deployment Diagram. UML Behavioral Diagram: Use Case. Use Case Diagram: Creation Tips. UML Behavioral Diagrams: Sequence. UML Behavioral Diagrams: State Transition Diagram"
120,"Lesson 7: Software Architecture","Interview with Nenad Medvidovic. What is Software Architecture?. Prescriptive vs. Descriptive Architecture. Architectural Evolution. Architectural Degradation. Architectural Recovery. Architectural Elements. Components, Connectors, and Configuration. Deployment Architectural Perspective"
120,"Lesson 8: A Tale of Analysis and Design","Analyzing Requirements. Refining Classes and Attributes. Adding Attributes. Identifying Operations. Refining the Class Diagram"
120,"Lesson 9: Design Patterns","Patterns Catalogue. Pattern Format. Factory Method Pattern. Strategy Pattern. Choosing a Pattern. Negative Design Patterns"
120,"Lesson 10: Unified Software Process","Use-Case Driven. Inception Phase. Elaboration Phase. Construction Phase. Transition Phase. Phases and Iterations"
120,"Lesson 11: General Concepts","Failure, Fault and Error. Verification Approaches. Pros and Cons of Approaches. Testing Introduction. Testing Granularity Levels. Alpha and Beta Testing. Black and White Box Testing Introduction"
120,"Lesson 12: Black-Box Testing","Systematic Functional Testing Approach. Test Data Selection. Category Partition Method. Produce and Evaluate Test Case Specifications. Generate Test Cases from Test Case Specifications. Model Based Testing. Finite State Machines"
120,"Lesson 13: White-Box Testing","Coverage Criteria Intro. Statement Coverage. Control Flow Graphs. Test Criteria Subsumption. MC/DC Coverage"
120,"Lesson 14: Agile Development Methods","Cost of Change. Agile Software Development. Extreme Programming (XP). XP’s Values and Principles. Test First Development. Refactoring. Pair Programming. Continuous Integration. Testing Strategy. High Level Scrum Process"
120,"Lesson 15: Software Refactoring","Reasons to Refactor. Refactoring Demo. Refactoring Risks. Cost of Refactoring. When Not to Refactor"
121,"Introduction","Introduction.Browser Exercise (Analysis).Design Concepts"
121,"UML and Analysis","Review of UML.Object Oriented Analysis Exercise.UML Class Models"
121,"Software Architecture","KWIC Exercise.Overview of Software Architecture.Architectural Views"
121,"Software Design","Components.Coffee Maker Exercise.Object Design"
126,"Vectors","Learn the basic operations on vectors (one of the fundamental objects of study in linear algebra)..Code a library of functions to perform operations on vectors that you will use in later lessons."
126,"Intersections","Learn the geometric and algebraic interpretation of intersections of "flat" objects and how to solve real-world problems..Write your own algorithm to find the intersections of sets of lines and planes."
127,"Data Extraction Fundamentals","Assessing the Quality of Data.Intro to Tabular Formats.Parsing CSV"
127,"Data in More Complex Formats","XML Design Principles.Parsing XML.Web Scraping"
127,"Data Quality","Sources of Dirty Data.A Blueprint for Cleaning.Auditing Data"
127,"Working with MongoDB","Data Modelling in MongoDB.Introduction to PyMongo.Field Queries"
127,"Analyzing Data","Examples of Aggregation Framework.The Aggregation Pipeline.Aggregation Operators: $match, $project, $unwind, $group"
127,"Case Study - OpenStreetMap Data","Using iterative parsing for large datafiles.
Open Street Map XML Overview.Exercises around OpenStreetMap data"
128,"Introduction to the QMV Process","Learn about the Question, Modeling, and Validation (QMV) process of data analysis..Understand the basics behind each step.. Apply the QMV process to analyze on how Udacity employees choose candies!"
128,"Question Phase","Learn how to turn a vague question into a statistical one that can be analyzed with statistics and machine learning..Analyze a Twitter dataset and try to predict when a person will tweet next!"
128,"Modeling Phase","Build rigorous mathematical, statistical, and machine learning models to make accurate predictions..Look through the recently released U.S. medicare dataset for anomalous transactions."
128,"Validation Phase","Learn fundamental metrics to grade the performance of your models...Analyze the AT&T connected cars data set..See if you can tell the drivers apart by analyzing their driving patterns."
128,"Identify Hacking Attempts from Network Flow Logs","Create a program that examines log data and scores the likelihood that a brute force attack is taking place on a server."
129,"From Machine Learning to Deep Learning","Understand the historical context and motivation for Deep Learning..Set up a basic supervised classification task and train a black box classifier on it..Train a logistic classifier “by hand”, and using gradient descent (and stochastic gradient descent)."
129,"Deep Neural Networks","Train a simple deep network: Relus, the chain rule, and backpropagation..Effectively regularize a simple deep network. L2 regularization, and dropout..Train a competitive deep network via model exploration and hyperparameter tuning."
129,"Convolutional Neural Networks","Train a simple convolutional neural net..Explore the design space for convolutional nets."
129,"Deep Models for Text and Sequences","Train a text embedding model using models like Word2Vec. Reduce the dimensionality of the space using tSNE..Train a LSTM model, and regularize it."
130,"Affordances and Signifiers","Discover the various affordance you must account for when designing..Learn about signifiers and how to improve the utility of your designs."
130,"Conceptual Models and the System Image","Use conceptual models to improve your designs..Learn how to design something so your users can develop their own conceptual model."
130,"Gulfs of Evaluation and Execution","Discover what you are allowed to do, using the Gulf of Evaluation..Get feedback on your designs with the Gulf of Execution."
130,"Design the User Interface  for a Timebank","Combine everything you have learned in this course to design the user interface for a Timebank..Sketch a concept of your design..Conduct user testing to improve upon your design."
131,"Introduction","A high-level overview of the course and what to expect in it..What we mean by mobile web development, and why you should care about it."
131,"Mobile Development Tools","How to use the Chrome Developer Tools to develop for the mobile web."
131,"Mobile UX and Viewport","How to achieve a smooth user experience on mobile..An introduction to the viewport."
131,"Fluid Design","How to make your site responsive, clean, and user-friendly on multiple devices and layouts."
131,"Media Queries","How to achieve different layouts for different devices using media queries."
131,"Responsive Images","How best to integrate media into your mobile web applications..Adaptively scale images based on the environment."
131,"Optimizing Performance","Optimizing performance to improve the user experience..Network, cpu, rendering, and battery."
131,"Touch","UX concerns with touch-based interaction..How to design user interactions that work across devices."
131,"Input","Semantic input for form data, and other user input options on mobile."
131,"Device Access","Learn about camera access, geolocation, and other sensors and feedback you have access to on mobile."
132,"Introduction","Intro to Chrome Developer Tools..How to measure the performance of mobile and desktop websites."
132,"Critical Rendering Path","How are browsers and websites built..HTML, CSS and JavaScript and the conversions to DOM and CSSOM..Measuring performance via the Timeline view in Chrome Developer Tools."
132,"Easy HTML, CSS and JavaScript optimizations.","Adding powerful attributes to HTML tags..Diagnose opportunities for optimization..Key metrics to triangulate potential performance bottlenecks."
133,"Exploring the HTML and CSS","Create our own version of 2048 by making changes to the existing HTML and CSS files..Within 10 minutes, you'll have your own game..Within an hour, your friends will be playing your 2048 game."
134,"Introduction to Canvas rendering","Explains the basics of the canvas element as well as image formats."
134,"Atlases","How can the canvas be manipulated to handle a lot of graphics at once..Atlases versus Spritesheets.How to find the true boundaries of an image with frame trimming."
134,"Map rendering","Shooting robots: Drawing the map..Tiled map data and deep dive into map data."
134,"Basic Input, handling events","Capturing user input..Event listeners and keyboard input..Keyboard firing and mouse firing."
134,"The entity hierarchy","Building an entity..Order of operations."
134,"Box2D, and using external libraries","Pixel perfect collision..How to use Box2D."
134,"Adding sound","Getting sounds into your game..Sound and WebAudio."
134,"Asynchronous Loading","Asset loading and asset managers..Caching images..GRITS loading."
135,"Perfect Ciphers","What makes certain ciphers perfect..How the Lorenz Cipher was broken."
135,"Symmetric Encryption","Sending messages when two people share a secret."
135,"Key Exchange","Techniques to establish a shared secret."
135,"Asymmetric Encryption","Exchanging information using public key cryptosystems."
135,"Public Key Protocols","Encrypted key exchange, certificates, secure commerce."
135,"Using Cryptographic Primitives","How cryptography can be useful for anonymizing communication, voting, and digital cash."
135,"Secure Computation","Computing without exposing data."
136,"Visualizing relationships in data","Seeing relationships in data..Making predictions based on data..Simpson's paradox."
136,"Probability","Introduction to Probability..Bayes Rule..Correlation vs. Causation."
136,"Estimation","Maximum Likelihood Estimation..Mean, Median, Mode..Standard Deviation and Variance."
136,"Outliers and Normal Distribution.","Outliers, Quartiles..Binomial Distribution..Manipulating Normal Distribution."
136,"Inference.","Confidence Intervals..Hypothesis Testing."
136,"Regression","Linear regression..Correlation."
136,"Final Exam",""
141,"A Social Network Magic Trick","Become familiar with algorithm analysis..Eulerian Path and Correctness of Na..Russian peasants algorithm and more."
141,"Growth Rates in Social Networks","Use mathematical tools to analyze how things are connected..Chain, ring and grid networks..Big Theta and more."
141,"Basic Graph Algorithms","Find the quickest route to Kevin Bacon..Properties of social networks..Clustering coefficient and more."
141,"It's Who You Know","Learn to keep track of your best friends using heaps..Degree centrality..Top K Via Partitioning and more."
141,"Strong and Weak Bonds","Work with social networks that have edge weights..Make a tree and strength of connections..Weighted social networks and more."
141,"Hardness of Network Problems","Explore what it means for a social network problem to be "harder" than other..Tetristan and Exponential Running Time.Degrees of hardness and more."
141,"Review and Application","Interview with Peter Winker (Professor, Dartmouth College) on names and boxes problem and puzzles and algorithms..Interview with Tina Eliassi-Rad (Professor, Rutgers University) on statistical measures in network and social networks in security and protests..Additional interviews with Andrew Goldberg (Microsoft Research), Vukosi Marivate (Rutgers University) and Duncan Watts (Microsoft)."
142,"Lesson 1: Introduction","Motivation and a trip down the graphics pipeline, laying out the fundamental processes"
142,"Lesson 2: Points, Vectors, and Meshes","The basics of 3D geometry definition"
142,"Lesson 3: Colors and Materials","Color representation, material computations, transparency"
142,"Lesson 4: Transforms","Translation, scale, rotate and how to properly combine all these"
142,"Lesson 5: Matrices","Transform representation and how to fully control these"
142,"Lesson 6: Lights","Directional and point light sources"
142,"Lesson 7: Cameras","How the camera is defined"
142,"Lesson 8: Textures and Reflections","Color and opacity textures, along with reflection and normal mapping"
142,"Lesson 9: Shader Programming","An introduction to programming vertex and pixel shaders"
142,"Lesson 10: Interaction and Animation","How to select and make objects move"
143,"String Patterns","Find and specify classes of strings using regular expressions..Learn how to escape problematic characters..Represent a Finite State Machine."
143,"Lexical Analysis","Breaking strings down into important words..Write your own lexer that can tokenize HTML  strings..Use regular expressions to parse, lex, and tokenize HTML and JavaScript."
143,"Grammars","How to specify and deconstruct valid sentences..Parsing grammars and discovering errors using regular expressions..Use generators to parse strings."
143,"Parsing","Turning sentences into trees..Discover malformed input..Set precedence to prioritize parsing of strings."
143,"Interpreting","Simulating programs..Write an HTML interpreter..Calling functions and interpreting function definitions."
143,"Building a Web Browser","Interpreting HTML and JavaScript.Build your own web browser..Optimize the performance of your web browser."
143,"Wrap-up","Use regular expressions to parse HTML and JavaScript.Write an HTML interpreter..Write a JavaScript interpreter."
144,"Winning Poker Hands","Steps of the design process and developing for clarity and generality..Arguments for program correctness and experimentation and simulation..Design tradeoffs; Simplicity and Clarity. Decomposition and composability."
144,"Back of the Envelope","Back of envelope calculations: When to use brute force and when to be clever..The Zebra puzzle: Generator expressions, Permutations and combinations..Cryptarithmetic; Recursive and wishful thinking; Longest palindrome substring algorithm."
144,"Regular Expressions, other languages and interpreters","Defining the language of regular expressions and Interpreting the language..Defining the set of strings matched by a regular expression.Other languages."
144,"Dealing with complexity through search","Search: finding your way with a flashlight or boat..Analyzing the efficiency of an algorithm..Recurrence relations and Matching data types with algorithms."
144,"Dealing with uncertainty through probability","Probability: the game of Pig..Maximizing expected utility to optimize strategy."
144,"Word Games","Managing complexity..Large sets of words..Appropriate data structures."
144,"Conclusion","Interviews and practice exam."
145,"Rescuing Apollo 13, Part 1","Introduction to the Forward Euler Method."
145,"Rescuing Apollo 13, Part 2","Comparing solvers, Heun's Method..Symplectic Euler Method."
145,"Analyzing the Spread of Diseases","Implicit methods and stiffness."
145,"There's Plenty of Fish in the Sea?","Stability, sensitivity, and optimization."
145,"Antilock Brake Systems","Friction, equilibria, and control theory."
145,"The Path of a Forest Fire","Partial differential equations and heat conduction."
145,"Advanced Applications of Numerical Methods","Chaos, software, and predictive capability."
146,"How Debuggers work","Theory: Scientific method and its application to debugging..Fun fact: First bug in the history of computer science..Practice: Building a simple tracer."
146,"Asserting Expectations","Theory: Assertions in testing and in debugging..Fun fact: The most expensive bug in history..Practice: Improving the tracer."
146,"Simplifying Failures","Theory: Strategy of simplifying failures. Binary search. Delta debugging principle..Fun fact: Mozilla bugathon..Practice: Building a delta debugger."
146,"Tracking Origins","Theory: Cause-effect chain. Deduction. Dependencies. Slices..Fun fact: Sherlock Holmes and Doctor Watson..Practice: Improving the delta debugger."
146,"Reproducing Failures","Theory: Types of bugs (Bohr bug, Heisenbug, Mandelbug, Schrodinbug). Systematic reproduction process..Fun fact: Mad laptop bug..Practice: Building a statistic debugging tool."
146,"Learning from Mistakes","Theory: Bug database management. Classifying bugs. Bug maps. Learning from mistakes..Fun fact: Programmer with the most buggy code..Practice: Improving your tools and practicing on a real world bug database."
147,"Lesson 1: Challenging Problems","An introduction to tough problems and their analysis"
147,"Lesson 2: Understanding Hardness","What we mean when a problem is “hard” and the concept of NP-completeness"
147,"Lesson 3: Showing Hardness","Tools to let you recognize and prove that a problem is hard"
147,"Lesson 4: Intelligent Force","Smart techniques to solve problems that should – theoretically – be impossible to solve"
147,"Lesson 5: Sloppy Solutions","Gaining speed by accepting approximate solutions"
147,"Lesson 6: Poking Around","Why randomness can be of help – sometimes. An introduction to complexity classes."
147,"Lesson 7: Ultimate Limits","Problems that no computer can ever solve. In theory."
148,"Supervised Learning","Lesson 0: Machine Learning is the ROX. Lesson 1: Decision Trees. Lesson 2: Regression and Classification. Lesson 3: Neural Networks. Lesson 4: Instance-Based Learning. Lesson 5: Ensemble B&B. Lesson 6: Kernel Methods and Support Vector Machines (SVM)s. Lesson 7: Computational Learning Theory. Lesson 8: VC Dimensions. Lesson 9: Bayesian Learning. Lesson 10: Bayesian Inference"
148,"Unsupervised Learning","Lesson 1: Randomized optimization. Lesson 2: Clustering. Lesson 3: Feature Selection. Lesson 4: Feature Transformation. Lesson 5: Information Theory"
148,"Reinforcement Learning","Lesson 1: Markov Decision Processes. Lesson 2: Reinforcement Learning. Lesson 3: Game Theory. Lesson 4: Game Theory, Continued"
149,"Lesson 1: How can we measure the circumference of the Earth?","Basics of geometry and trigonometry"
149,"Lesson 2: How do objects move?","Data analysis and kinematics"
149,"Lesson 3: What causes motion?","Forces, acceleration, and Newton’s Laws"
149,"Lesson 4: How can we use motion?","Work, energy, and simple machines"
149,"Lesson 5: How can we determine our longitude at sea?","Simple harmonic motion"
149,"Lesson 6: What is electricity?","Charge and electric fields"
149,"Lesson 7: What is left to discover?","Modern physics and open questions"
150,"Introduction to traits and heredity","Trait variation and categorization..Basic models of inheritance..The connection via DNA."
150,"Defining the genome","DNA structure and chromosomes..The genome organization."
150,"How a genome works","Protein coding genes, transcription, translation..Discerning the genetic code and alleles."
150,"Gene regulation","Non-coding DNA and regulatory regions of genes..Transcription factors."
